rlcThroughputDl:vector ExtClientServerExample.ue.cellularNic.nrRlc.um (#0 - test-0-20250830-13:43:36-16472),
13.8,2351970.144927499807
13.801,2351907.905224299985
13.802,2351845.674539899445
13.802,2351953.847268499427
13.803,2351891.617764299727
13.803,2351999.782655899407
13.804,2351937.554332099852
13.805,2351875.335023500022
13.805,2351983.484244800167
13.806,2351921.26611620001
13.806,2352029.407503999765
13.807,2351967.190555499862
13.808,2351904.982618799425
13.808,2352013.108342999587
13.809,2351950.90158590022
13.81,2351888.703837799835
13.81,2351996.8139030002
13.811,2351934.617333999827
13.811,2352042.719571399495
13.812,2351980.52418189961
13.813,2351918.33779769949
13.813,2352026.4243827993
13.814,2351964.239177599545
13.814,2352072.317938299845
13.815,2352010.133912399407
13.816,2351947.958888200107
13.816,2352056.022003499785
13.817,2351993.848158099682
13.817,2352101.90345229953
13.818,2352039.73078589979
13.819,2351977.567117699415
13.819,2352085.60677330009
13.82,2352023.44428359996
13.82,2352131.476121599777
13.821,2352069.314810799427
13.822,2352007.162494599815
13.822,2352115.178700599815
13.823,2352053.027562799855
13.823,2352161.035954600195
13.824,2352098.885995400132
13.825,2352036.74502709973
13.825,2352144.73779390007
13.826,2352082.59800380002
13.826,2352190.58295959979
13.827,2352128.444347999985
13.828,2352066.314723699347
13.828,2352174.284061299632
13.829,2352112.155615000047
13.83,2352050.036153299727
13.83,2352157.989877100095
13.831,2352095.871592800127
13.831,2352203.8175114002
13.832,2352141.70040490012
13.833,2352079.592279300087
13.833,2352187.522590899835
13.834,2352125.41564259957
13.834,2352233.338152400212
13.835,2352171.23238159995
13.836,2352109.135588299475
13.836,2352217.042497799727
13.837,2352154.94688150007
13.837,2352262.84599259961
13.838,2352200.75155369937
13.839,2352138.666088599707
13.839,2352246.54960619937
13.84,2352184.465317899357
13.84,2352292.341040499502
13.841,2352230.257929299952
13.842,2352168.18378849979
13.842,2352276.043924299992
13.843,2352213.970960100175
13.843,2352321.823304199607
13.844,2352259.751516900022
13.845,2352197.688696299675
13.845,2352305.525460499335
13.846,2352243.46381630003
13.847,2352181.41113599948
13.847,2352289.232324699865
13.848,2352227.180820299307
13.848,2352334.994222999542
13.849,2352272.943894899445
13.85,2352210.902527099467
13.85,2352318.700360999437
13.851,2352256.660168900147
13.851,2352364.450220199297
13.852,2352302.4112041993
13.853,2352240.38114489987
13.853,2352348.155634200195
13.854,2352286.126750399352
13.854,2352393.893460399465
13.855,2352331.865752399892
13.856,2352269.846997699695
13.856,2352377.598152399987
13.857,2352315.58057300001
13.857,2352423.323951799415
13.858,2352361.30754799954
13.859,2352299.300093799827
13.859,2352407.027924099932
13.86,2352345.021645000197
13.86,2352452.74170270003
13.861,2352390.736599099815
13.862,2352328.740441500205
13.862,2352436.444957399737
13.863,2352374.449974799525
13.863,2352482.146721499965
13.864,2352420.152913999737
13.865,2352358.168049000197
13.865,2352465.84926069993
13.866,2352403.865570499555
13.867,2352341.89081989973
13.867,2352449.556501000182
13.868,2352387.582924699402
13.868,2352495.240842199877
13.869,2352433.268440399315
13.87,2352371.30497479997
13.87,2352478.947368400165
13.871,2352416.985076799985
13.871,2352524.61971019953
13.872,2352462.658592799672
13.873,2352400.706408100195
13.873,2352508.325524399982
13.874,2352446.374513499432
13.874,2352553.985872900107
13.875,2352492.03603599965
13.876,2352430.095128299662
13.876,2352537.690977199925
13.877,2352475.751243099565
13.877,2352583.339338500047
13.878,2352521.40077819954
13.879,2352459.471143499945
13.879,2352567.043735099952
13.88,2352505.11527379974
13.88,2352612.680115300225
13.881,2352550.75282759964
13.882,2352488.834461899467
13.882,2352596.383806399995
13.883,2352534.466613799327
13.884,2352472.558340500102
13.884,2352580.092192499892
13.885,2352518.18509180005
13.885,2352625.71119910012
13.886,2352563.805271499785
13.887,2352501.908259499815
13.887,2352609.418881000012
13.888,2352547.523041499775
13.888,2352655.025921699585
13.889,2352593.131254999892
13.89,2352531.245500399725
13.89,2352638.73290139995
13.891,2352576.84831910021
13.891,2352684.32798209972
13.892,2352622.444572399365
13.893,2352560.570071299552
13.893,2352668.034261899992
13.894,2352606.160932799795
13.894,2352713.61738879978
13.895,2352651.745232099662
13.896,2352589.881980399595
13.896,2352697.322970599862
13.897,2352635.460890799757
13.897,2352742.894149799827
13.898,2352681.033242199562
13.899,2352619.181236099445
13.899,2352726.599035900077
13.9,2352664.748201400037
13.901,2352602.9062656993
13.901,2352710.308610899367
13.902,2352648.467846400097
13.902,2352755.86246579978
13.903,2352694.022872800002
13.904,2352632.192174899385
13.904,2352739.57134639937
13.905,2352677.741819499985
13.905,2352785.113268599837
13.906,2352723.284912999715
13.907,2352661.465449099425
13.907,2352768.821456800207
13.908,2352707.003163599402
13.908,2352814.35145239997
13.909,2352752.53433030005
13.91,2352690.726096299472
13.91,2352798.058950399972
13.911,2352736.251887000157
13.911,2352843.577025399535
13.912,2352781.77113279979
13.913,2352719.974124900062
13.913,2352827.283835299307
13.914,2352765.487997699525
13.914,2352872.789995700117
13.915,2352810.995328799815
13.916,2352749.20954299997
13.916,2352856.496119599782
13.917,2352794.71150389965
13.917,2352901.990371500137
13.918,2352840.206926300182
13.919,2352778.432358600195
13.919,2352885.695811499837
13.92,2352823.922413799905
13.921,2352762.157890999687
13.921,2352869.405933499335
13.922,2352807.6425800994
13.922,2352914.88291910011
13.923,2352853.1207355
13.924,2352791.36742320004
13.924,2352898.59235849976
13.925,2352836.840215399855
13.925,2352944.057450599962
13.926,2352882.306477099652
13.927,2352820.564371399575
13.927,2352927.766209499905
13.928,2352866.02527279965
13.928,2352973.219414100047
13.929,2352911.479646800077
13.93,2352849.748743699857
13.93,2352956.927494599477
13.931,2352895.197760399425
13.931,2353002.368817700065
13.932,2352940.64025270007
13.933,2352878.92054829932
13.933,2352986.076221900052
13.934,2352924.35768620017
13.934,2353031.505669599392
13.935,2352969.78830279968
13.936,2352908.07979329954
13.936,2353015.212399499485
13.937,2352953.505058499975
13.938,2352891.806571999557
13.938,2352998.923805399792
13.939,2352937.2264867993
13.939,2353044.336035599925
13.94,2352982.63988520018
13.941,2352920.952585900197
13.941,2353028.046768499532
13.942,2352966.360636900175
13.942,2353073.447138099925
13.943,2353011.762174599797
13.944,2352950.086058500215
13.944,2353057.157200199545
13.945,2352995.48225170001
13.945,2353102.545715299432
13.946,2353040.87193460017
13.947,2352979.20699789933
13.947,2353086.255108599545
13.948,2353024.591339299452
13.948,2353131.631775199432
13.949,2353069.969173399725
13.95,2353008.31541220005
13.95,2353115.340501800175
13.951,2353053.68790769949
13.951,2353160.705325799987
13.952,2353099.053899100042
13.953,2353037.411309399632
13.953,2353144.413387799632
13.954,2353082.771964999837
13.954,2353189.766375199887
13.955,2353128.126119699325
13.956,2353066.494697599667
13.956,2353173.473774699487
13.957,2353111.843519399867
13.958,2353050.22209489997
13.958,2353157.185843199487
13.959,2353095.565584899852
13.959,2353202.521670599462
13.96,2353140.90257879998
13.961,2353079.292314299375
13.961,2353186.23307789955
13.962,2353124.623979399907
13.962,2353231.557083499612
13.963,2353169.949151299887
13.964,2353108.350042999717
13.964,2353215.267831599335
13.965,2353153.669888999307
13.965,2353260.58002149965
13.966,2353198.983244999305
13.967,2353137.395288899535
13.967,2353244.29011239949
13.968,2353182.703321900212
13.968,2353289.59049259964
13.969,2353228.004867900157
13.97,2353166.428060099477
13.97,2353273.299928399727
13.971,2353211.724285999307
13.971,2353318.588504799632
13.972,2353257.014028099362
13.973,2353195.448364700182
13.973,2353302.29728760011
13.974,2353240.73278949968
13.975,2353179.177101999515
13.975,2353286.01073350012
13.976,2353224.456210600205
13.976,2353331.282198099412
13.977,2353269.728840200225
13.978,2353208.18428959976
13.978,2353314.994992099697
13.979,2353253.451605999837
13.979,2353360.254667699335
13.98,2353298.712446399955
13.981,2353237.1790287001
13.981,2353343.966812099325
13.982,2353282.434558699835
13.982,2353389.214704600157
13.983,2353327.683615799987
13.984,2353266.161327200002
13.984,2353372.926201399412
13.985,2353311.405076899557
13.985,2353418.162316800087
13.986,2353356.642356599675
13.987,2353295.131193299775
13.987,2353401.873167899432
13.988,2353340.363168399775
13.988,2353447.097512199535
13.989,2353385.588676800015
13.99,2353324.088634699577
13.99,2353430.807719799682
13.991,2353369.308841399842
13.992,2353307.818753600117
13.992,2353414.52258429955
13.993,2353353.033659699365
13.993,2353459.729864899995
13.994,2353398.24210380017
13.995,2353336.76312969997
13.995,2353443.444087199862
13.996,2353381.9662760999
13.996,2353488.639611300077
13.997,2353427.162963499307
13.998,2353365.695099299765
13.998,2353472.353193299837
13.999,2353410.886491899375
13.999,2353517.536966899405
14,2353456.07142859976
14.001,2353394.61467039957
14.001,2353501.249910700127
14.002,2353439.794315099712
14.002,2353546.421939699905
14.003,2353484.967507000072
14.004,2353423.521850899787
14.004,2353530.134247399862
14.005,2353468.68975370004
14.005,2353575.294537699775
14.006,2353513.851206599727
14.007,2353452.41664879955
14.007,2353559.00621119979
14.008,2353497.572815500195
14.008,2353604.154768699775
14.009,2353542.722535499365
14.01,2353481.299072099845
14.01,2353587.865810099982
14.011,2353526.443508699532
14.012,2353465.029974299475
14.012,2353571.581501599395
14.013,2353510.169128700155
14.013,2353616.713052200147
14.014,2353555.30184100009
14.015,2353493.899393499822
14.015,2353600.428112699642
14.016,2353539.026826499955
14.016,2353645.54794519953
14.017,2353584.14782049972
14.018,2353522.756455999792
14.018,2353629.262376899825
14.019,2353567.872173499307
14.019,2353674.3704971997
14.02,2353612.981455099765
14.021,2353551.601169699797
14.021,2353658.084302099415
14.022,2353596.705177599562
14.022,2353703.180715999562
14.023,2353641.802752600047
14.024,2353580.433542499315
14.024,2353686.893896199757
14.025,2353625.525846700177
14.025,2353731.978609600097
14.026,2353670.611721099347
14.027,2353609.25358239933
14.027,2353715.69116699974
14.028,2353654.334188799367
14.029,2353592.985957699822
14.029,2353699.40836839936
14.03,2353638.061297199682
14.03,2353744.476122600022
14.031,2353683.13021169975
14.032,2353621.793044500047
14.032,2353728.192702399562
14.033,2353666.856694899495
14.033,2353773.248770799482
14.034,2353711.913923299865
14.035,2353650.587816200215
14.035,2353756.964730999425
14.036,2353695.639783400105
14.036,2353802.009119399815
14.037,2353740.68533159978
14.038,2353679.370280699797
14.038,2353785.724462199952
14.039,2353724.410570600062
14.039,2353830.757176400157
14.04,2353769.44444439932
14.041,2353708.140445799562
14.041,2353814.471903699445
14.042,2353753.169064199545
14.042,2353859.492949699975
14.043,2353798.191269699477
14.044,2353736.898319600145
14.044,2353843.207063499832
14.045,2353781.915272300127
14.045,2353888.216447100037
14.046,2353826.925815199495
14.047,2353765.64390970021
14.047,2353871.929949499662
14.048,2353810.649202699765
14.049,2353749.377179900177
14.049,2353855.648088799782
14.05,2353794.377224199467
14.05,2353900.640569400037
14.051,2353839.370863299807
14.052,2353778.109877599397
14.052,2353884.358098499472
14.053,2353823.09827079996
14.053,2353929.33893120009
14.054,2353868.0802617995
14.055,2353806.83030949998
14.055,2353913.055851999662
14.056,2353851.807057499882
14.056,2353958.025042699642
14.057,2353896.777406299482
14.058,2353835.538483399892
14.058,2353941.741357199842
14.059,2353880.503591999407
14.059,2353986.698911699462
14.06,2353925.462304399345
14.061,2353864.23440719954
14.061,2353970.41462199948
14.062,2353909.187882199877
14.062,2354015.360546199597
14.063,2353954.13496410008
14.064,2353892.918088699682
14.064,2353999.07565419934
14.065,2353937.859935999842
14.066,2353876.652921900147
14.066,2353982.795393100002
14.067,2353921.589535799805
14.067,2354027.724461499595
14.068,2353966.519761200057
14.069,2353905.32376149948
14.069,2354011.443599400107
14.07,2353950.24875620007
14.07,2354056.361051899375
14.071,2353995.167365499765
14.072,2353933.982376399445
14.072,2354040.079590699632
14.073,2353978.895757799962
14.073,2354084.985433099785
14.074,2354023.802756899962
14.075,2353962.628774399862
14.075,2354068.703374799337
14.076,2354007.53054849989
14.076,2354113.597612999375
14.077,2354052.425942999305
14.078,2353991.262963499867
14.078,2354097.314959499977
14.079,2354036.153135899447
14.079,2354142.197599300175
14.08,2354081.03693179972
14.081,2354019.884951399632
14.081,2354125.91435270011
14.082,2354064.763527899975
14.083,2354003.621387499377
14.083,2354109.635730999515
14.084,2354048.494745799335
14.084,2354154.501562099897
14.085,2354093.361732299432
14.086,2354032.230583599765
14.086,2354138.222348399455
14.087,2354077.092354699962
14.087,2354183.076595399522
14.088,2354121.947757000097
14.089,2354060.827595999457
14.089,2354166.796791799362
14.09,2354105.67778570018
14.09,2354211.639460599975
14.091,2354150.521609500047
14.092,2354089.412432599807
14.092,2354195.359068999992
14.093,2354134.251046599815
14.093,2354240.190165299915
14.094,2354179.08329789992
14.095,2354117.98510110005
14.095,2354223.90918769966
14.096,2354162.812145300205
14.096,2354268.728717399757
14.097,2354207.632829699657
14.098,2354146.54560930002
14.098,2354252.447155599477
14.099,2354191.36108940001
14.099,2354297.255124500015
14.1,2354236.17021279968
14.101,2354175.093964999532
14.101,2354280.972980599845
14.102,2354219.897886799642
14.103,2354158.831454299385
14.103,2354264.695454900147
14.104,2354203.630175800057
14.104,2354309.48667040001
14.105,2354248.422545200207
14.106,2354187.36707779951
14.106,2354293.208563699377
14.107,2354232.15424969978
14.107,2354337.988232799797
14.108,2354276.93507230002
14.109,2354215.890566299662
14.109,2354321.709547099652
14.11,2354260.666194199577
14.11,2354366.477675399737
14.111,2354305.435475899832
14.112,2354244.401927399445
14.112,2354350.19841269962
14.113,2354289.16601710021
14.113,2354394.95500599965
14.114,2354333.923763600175
14.115,2354272.901169000187
14.115,2354378.67516830004
14.116,2354317.653726300217
14.116,2354423.42023239936
14.117,2354362.399943299587
14.118,2354301.388298599975
14.118,2354407.139821499582
14.119,2354346.129329299545
14.12,2354285.127478799777
14.12,2354390.86402270011
14.121,2354329.863324100147
14.121,2354435.592380099925
14.122,2354374.592833899887
14.123,2354313.6019259002
14.123,2354419.316009299825
14.124,2354358.326253199945
14.124,2354464.03285189997
14.125,2354403.044247799545
14.126,2354342.064278599802
14.126,2354447.755911099717
14.127,2354386.777093499895
14.127,2354492.46124439965
14.128,2354431.483578699632
14.129,2354370.514544599682
14.129,2354476.183735599737
14.13,2354415.215852799815
14.13,2354520.87756549939
14.131,2354459.910834299395
14.132,2354398.952731399792
14.132,2354504.59949050005
14.133,2354443.642538699315
14.133,2354549.28182270005
14.134,2354488.326022399582
14.135,2354427.37884679995
14.135,2354533.003183599555
14.136,2354472.05715900007
14.136,2354577.674023799592
14.137,2354516.729150500145
14.138,2354455.792898599985
14.138,2354561.39482249971
14.139,2354500.459721299812
