rlcThroughputDl:vector ExtClientServerExample.ue.cellularNic.nrRlc.um (#0 - test-0-20250830-13:43:36-16472),
114.198,1161953.177813999816
114.198,1161966.251598099708
114.199,1161969.15034279972
114.199,1161982.224012499672
114.2,1161985.122591899703
114.201,1161988.02112070005
114.201,1162001.094561299772
114.202,1162003.992924799673
114.202,1162017.066250999921
114.203,1162019.964449299962
114.204,1162022.862596800082
114.204,1162035.935693999747
114.205,1162038.833676300008
114.205,1162051.906659099736
114.206,1162054.804476100016
114.207,1162057.702242400028
114.207,1162070.774996299757
114.208,1162073.67259739991
114.208,1162086.745236800048
114.209,1162089.642672599755
114.21,1162092.540057799776
114.21,1162105.612468299918
114.211,1162108.50968819996
114.211,1162121.581984200046
114.212,1162124.479038999878
114.213,1162127.37604299979
114.213,1162140.448110099878
114.214,1162143.344949000046
114.215,1162146.241737099828
114.215,1162159.313575299918
114.216,1162162.21019819984
114.216,1162175.281921999992
114.217,1162178.178379799702
114.218,1162181.074786799956
114.218,1162194.146281700113
114.219,1162197.042523599692
114.219,1162210.113903999791
114.22,1162213.009980699976
114.221,1162215.906006800007
114.221,1162228.97715830011
114.222,1162231.873019199816
114.222,1162244.944056299976
114.223,1162247.839752099938
114.224,1162250.735397099981
114.224,1162263.806205399797
114.225,1162266.701685300093
114.225,1162279.772379099853
114.226,1162282.667693899941
114.227,1162285.562957999757
114.227,1162298.633422899988
114.228,1162301.528521900062
114.228,1162314.598872399887
114.229,1162317.493806299751
114.23,1162320.38868949981
114.23,1162333.458811199756
114.231,1162336.353529300072
114.232,1162339.248196699653
114.232,1162352.318089500067
114.233,1162355.212591799903
114.233,1162368.282370199912
114.234,1162371.176707499657
114.235,1162374.070993999947
114.235,1162387.140543600075
114.236,1162390.034665099806
114.236,1162403.104100299996
114.237,1162405.998056699985
114.238,1162408.891962399703
114.238,1162421.961168800011
114.239,1162424.854909399986
114.239,1162437.92400139989
114.24,1162440.817576999772
114.241,1162443.71110199997
114.241,1162456.779965199992
114.242,1162459.673324999862
114.242,1162472.742073799946
114.243,1162475.63526869984
114.244,1162478.528412899931
114.244,1162491.596932899668
114.245,1162494.489912000016
114.245,1162507.558317699931
114.246,1162510.45113179972
114.247,1162513.343895199706
114.247,1162526.412072099742
114.248,1162529.304670500101
114.248,1162542.372732999731
114.249,1162545.265166399997
114.25,1162548.15754920011
114.25,1162561.225382899862
114.251,1162564.117600699882
114.252,1162567.009767899751
114.252,1162580.07737280009
114.253,1162582.969374999865
114.253,1162596.036865599917
114.254,1162598.928702699947
114.255,1162601.820489299945
114.255,1162614.88775109965
114.256,1162617.779372599903
114.256,1162630.846520099786
114.257,1162633.737976700066
114.258,1162636.629382600073
114.258,1162649.696301399726
114.259,1162652.58754230011
114.259,1162665.654346699823
114.26,1162668.545422699765
114.261,1162671.43644810002
114.261,1162684.503023799972
114.262,1162687.393884199668
114.262,1162700.46034549968
114.263,1162703.351040999868
114.264,1162706.241685899902
114.264,1162719.307918499687
114.265,1162722.198398499746
114.265,1162735.264516700057
114.266,1162738.154831700025
114.267,1162741.045096099838
114.267,1162754.110985700038
114.268,1162757.001085199878
114.269,1162759.891134100031
114.269,1162772.956794899887
114.27,1162775.846678900063
114.27,1162788.912225400095
114.271,1162791.801944499831
114.272,1162794.691612999883
114.272,1162807.756930799685
114.273,1162810.646434399762
114.273,1162823.711637899742
114.274,1162826.600976599843
114.275,1162829.490264699791
114.275,1162842.55523959966
114.276,1162845.4443628001
114.276,1162858.509223300028
114.277,1162861.398181600026
114.278,1162864.28708939999
114.278,1162877.351721199692
114.279,1162880.24046409968
114.279,1162893.304981699676
114.28,1162896.193559699688
114.281,1162899.082087100015
114.281,1162912.146375999782
114.282,1162915.034738599785
114.282,1162928.098913199731
114.283,1162930.987110899757
114.284,1162933.87525809975
114.284,1162946.939204100051
114.285,1162949.827186400068
114.286,1162952.715118200048
114.286,1162965.778835599772
114.287,1162968.666602499781
114.287,1162981.730205500028
114.288,1162984.617807599712
114.289,1162987.505359199828
114.289,1163000.568733599966
114.29,1163003.456120399756
114.29,1163016.519380500072
114.291,1163019.406602399887
114.292,1163022.293773799667
114.292,1163035.356805399988
114.293,1163038.243811999911
114.293,1163051.306729199828
114.294,1163054.193570999892
114.295,1163057.080362199801
114.295,1163070.143050899726
114.296,1163073.029677299781
114.296,1163086.09225169988
114.297,1163088.978713399727
114.298,1163091.865124499888
114.298,1163104.927470299878
114.299,1163107.813716699831
114.299,1163120.8759482
114.3,1163123.762029699977
114.301,1163126.648060800038
114.301,1163139.710063799747
114.302,1163142.59593009995
114.302,1163155.657818799835
114.303,1163158.543520299716
114.304,1163161.429171300025
114.304,1163174.490831499916
114.305,1163177.376317699902
114.306,1163180.26175349997
114.306,1163193.323185099751
114.307,1163196.208456200078
114.307,1163209.269773500036
114.308,1163212.154879800041
114.309,1163215.03993560001
114.309,1163228.101024399975
114.31,1163230.985915499736
114.31,1163244.046889999878
114.311,1163246.931616399898
114.312,1163249.816292299885
114.312,1163262.877038300035
114.313,1163265.761549399696
114.313,1163278.822181199675
114.314,1163281.706527600062
114.315,1163284.590823600066
114.315,1163297.651226900048
114.316,1163300.535358099731
114.316,1163313.595647200007
114.317,1163316.479613699947
114.318,1163319.36352979997
114.318,1163332.42359029967
114.319,1163335.307341699951
114.319,1163348.367287999947
114.32,1163351.250874700021
114.321,1163354.134410999712
114.321,1163367.194128799716
114.322,1163370.077500399663
114.323,1163372.960821500045
114.323,1163386.020310899706
114.324,1163388.90346729988
114.324,1163401.962842399718
114.325,1163404.845834199801
114.326,1163407.728775599968
114.326,1163420.787922299928
114.327,1163423.67069899989
114.327,1163436.729731400028
114.328,1163439.612343399782
114.329,1163442.494905099735
114.329,1163455.55370899988
114.33,1163458.436106000093
114.33,1163471.494795799718
114.331,1163474.377028099723
114.332,1163477.259209999812
114.332,1163490.31767129991
114.333,1163493.199688599907
114.333,1163506.258035699833
114.334,1163509.139888399742
114.335,1163512.021690600082
114.335,1163525.079809299667
114.336,1163527.961447000035
114.336,1163541.019451399796
114.337,1163543.900924500075
114.338,1163546.782347099852
114.338,1163559.840123099737
114.339,1163562.721381200008
114.339,1163575.779042999723
114.34,1163578.660136399787
114.341,1163581.541179500051
114.341,1163594.598612899888
114.342,1163597.479491400063
114.343,1163600.360319399737
114.343,1163613.417524499816
114.344,1163616.298187899865
114.344,1163629.355278799772
114.345,1163632.235777699851
114.346,1163635.116226200012
114.346,1163648.173088700041
114.347,1163651.053372600112
114.347,1163664.110120899972
114.348,1163666.990240300072
114.349,1163669.870309299786
114.349,1163682.926829299887
114.35,1163685.806733699977
114.35,1163698.863139499907
114.351,1163701.742879400026
114.352,1163704.622568899762
114.352,1163717.678746299816
114.353,1163720.558271300045
114.353,1163733.614334600043
114.354,1163736.493694999718
114.355,1163739.373005100057
114.355,1163752.428839999712
114.356,1163755.307985600082
114.356,1163768.363706300032
114.357,1163771.242687399962
114.358,1163774.121618099975
114.358,1163787.1771104997
114.359,1163790.055876699737
114.36,1163792.93459249986
114.36,1163805.989856599826
114.361,1163808.868407899976
114.361,1163821.92355789989
114.362,1163824.801944700067
114.363,1163827.680281199977
114.363,1163840.735202800015
114.364,1163843.613374799952
114.364,1163856.668182299933
114.365,1163859.546189799902
114.366,1163862.424147000067
114.366,1163875.478726199825
114.367,1163878.356518900018
114.367,1163891.41098390007
114.368,1163894.288612199943
114.369,1163897.1661900999
114.369,1163910.220426899843
114.37,1163913.097840299826
114.37,1163926.151962900066
114.371,1163929.029211999845
114.372,1163931.906410699707
114.372,1163944.960304999722
114.373,1163947.837339200077
114.373,1163960.891119400036
114.374,1163963.767989200072
114.375,1163966.64480869984
114.375,1163979.698360699691
114.376,1163982.575015699953
114.377,1163985.451620500067
114.377,1163998.504944199693
114.378,1164001.381384499833
114.378,1164014.434594099872
114.379,1164017.310869999693
114.38,1164020.187095599712
114.38,1164033.24007689999
114.381,1164036.116138199806
114.381,1164049.169005299913
114.382,1164052.044902199876
114.383,1164054.920748699918
114.383,1164067.973387700036
114.384,1164070.84906979976
114.384,1164083.901594599706
114.385,1164086.777112399691
114.386,1164089.652579899875
114.386,1164102.704876499712
114.387,1164105.580179600043
114.387,1164118.632362099828
114.388,1164121.507500799835
114.389,1164124.382589200043
114.389,1164137.43454349972
114.39,1164140.309467599723
114.39,1164153.361307799813
114.391,1164156.236067499962
114.392,1164159.110776999962
114.392,1164172.162388999943
114.393,1164175.036934100088
114.393,1164188.088432000016
114.394,1164190.96281269984
114.395,1164193.837143199981
114.395,1164206.888412999917
114.396,1164209.762579099737
114.397,1164212.636694999875
114.397,1164225.687736599703
114.398,1164228.561688099985
114.398,1164241.612615599761
114.399,1164244.486402899956
114.4,1164247.360139899883
114.4,1164260.410839200018
114.401,1164263.284411800091
114.401,1164276.334997099821
114.402,1164279.208405399692
114.403,1164282.081763599996
114.403,1164295.132120700083
114.404,1164298.005314500068
114.404,1164311.055557500102
114.405,1164313.928586999882
114.406,1164316.801566400097
114.406,1164329.851581200023
114.407,1164332.724396199917
114.407,1164345.774296999907
114.408,1164348.646947799712
114.409,1164351.519548299718
114.409,1164364.569220999718
114.41,1164367.441657199987
114.41,1164380.491215799932
114.411,1164383.363487799648
114.412,1164386.235709500031
114.412,1164399.285039999985
114.413,1164402.157097499816
114.414,1164405.029104799961
114.414,1164418.078207199923
114.415,1164420.950050299985
114.415,1164433.999038599895
114.416,1164436.87071739975
114.417,1164439.742345999922
114.417,1164452.791106199843
114.418,1164455.662570599928
114.418,1164468.711216799912
114.419,1164471.582516899795
114.42,1164474.453766799993
114.42,1164487.502184899986
114.421,1164490.3732706001
114.421,1164503.421574699688
114.422,1164506.292496199716
114.423,1164509.16336750006
114.423,1164522.21144349966
114.424,1164525.082150599917
114.424,1164538.130112600043
114.425,1164541.000655499747
114.426,1164543.871148199771
114.426,1164556.918882099907
114.427,1164559.789210599845
114.427,1164572.836830500045
114.428,1164575.706994799895
114.429,1164578.57710890006
114.429,1164591.624500799922
114.43,1164594.494450799652
114.43,1164607.541728599926
114.431,1164610.411514400036
114.432,1164613.28125
114.432,1164626.328299799931
114.433,1164629.197871199806
114.434,1164632.067392599766
114.434,1164645.114214299708
114.435,1164647.983571500048
114.435,1164661.030279200056
114.436,1164663.899472199843
114.437,1164666.768614999947
114.437,1164679.815094799731
114.438,1164682.684073499865
114.438,1164695.730439200062
114.439,1164698.599253799762
114.44,1164701.468018199781
114.44,1164714.514155900102
114.441,1164717.382756199685
114.441,1164730.428779900072
114.442,1164733.297216099685
114.443,1164736.165602100078
114.443,1164749.21139779966
114.444,1164752.079619700087
114.444,1164765.125301499847
114.445,1164767.99335929984
114.446,1164770.861366899681
114.446,1164783.906820700035
114.447,1164786.774664300025
114.447,1164799.82000399986
114.448,1164802.68768349988
114.449,1164805.555312799753
114.449,1164818.600424599831
114.45,1164821.467889899851
114.451,1164824.335305099837
114.451,1164837.380188900043
114.452,1164840.24744000006
114.452,1164853.292209799863
114.453,1164856.159296799913
114.454,1164859.026333699931
114.454,1164872.070875599977
114.455,1164874.937748499677
114.455,1164887.982176399786
114.456,1164890.848885199985
114.457,1164893.715543800031
114.457,1164906.759743799918
114.458,1164909.626238399647
114.458,1164922.670324499716
114.459,1164925.536654999942
114.46,1164928.402935499788
114.46,1164941.446793599981
114.461,1164944.312910099976
114.461,1164957.356654199767
114.462,1164960.222606599792
114.463,1164963.088508999903
114.463,1164976.132025199938
114.464,1164978.997763500078
114.464,1164992.041165799831
114.465,1164994.906740099653
114.466,1164997.772264299911
114.466,1165010.815438599787
114.467,1165013.680798799727
114.468,1165016.546108999751
114.468,1165029.58905549999
114.469,1165032.454201600046
114.469,1165045.497034099882
114.47,1165048.362016200083
114.471,1165051.226948299907
114.471,1165064.269553000105
114.472,1165067.134321100075
114.472,1165080.176811799868
114.473,1165083.04141589999
114.474,1165085.905969900077
114.474,1165098.948232799766
114.475,1165101.812622800001
114.475,1165114.85477179987
114.476,1165117.718997899903
114.477,1165120.583173899907
114.477,1165133.625095000021
114.478,1165136.489107099823
114.478,1165149.5309142
114.479,1165152.39476240007
114.48,1165155.258560399987
114.48,1165168.300139799712
114.481,1165171.163773899895
114.481,1165184.205239299682
114.482,1165187.068709499663
114.483,1165189.932129699733
114.483,1165202.973367199765
114.484,1165205.836623500097
114.484,1165218.877747099843
114.485,1165221.74083939986
114.486,1165224.603881699962
114.486,1165237.644777500067
114.487,1165240.50765589997
114.488,1165243.370484199837
114.488,1165256.411152299956
114.489,1165259.27381670009
114.489,1165272.314370799806
114.49,1165275.176871299742
114.491,1165278.039321899876
114.491,1165291.079648199953
114.492,1165293.941934799772
114.492,1165306.982147200031
114.493,1165309.844269999766
114.494,1165312.706342699933
114.494,1165325.746327300087
114.495,1165328.608236199707
114.495,1165341.648106900041
114.496,1165344.509851899926
114.497,1165347.371546899896
114.497,1165360.41118979966
114.498,1165363.272720899895
114.498,1165376.312249999956
114.499,1165379.173617199992
114.5,1165382.034934499762
114.5,1165395.074235799718
114.501,1165397.935389199756
114.501,1165410.974576599893
114.502,1165413.835566199847
114.503,1165416.696505799887
114.503,1165429.735465399918
114.504,1165432.596241199875
114.505,1165435.456966899798
114.505,1165448.49569889996
114.506,1165451.3562607998
114.506,1165464.394878899675
114.507,1165467.255276999898
114.508,1165470.115625099741
114.508,1165483.154015399977
114.509,1165486.014199799855
114.509,1165499.052476199806
114.51,1165501.912496699947
114.511,1165504.772467299828
114.511,1165517.810515999792
114.512,1165520.670322800052
114.512,1165533.708257599731
114.513,1165536.567900599907
114.514,1165539.427493599706
114.514,1165552.465200799981
114.515,1165555.324629999695
114.515,1165568.362223299682
114.516,1165571.221488699778
114.517,1165574.080704200078
114.517,1165587.118069800078
114.518,1165589.977121499828
114.518,1165603.014373299663
114.519,1165605.873261199795
114.52,1165608.732099199663
114.52,1165621.769123299976
114.521,1165624.627797499762
114.521,1165637.664707799903
114.522,1165640.523218200073
114.523,1165643.381678800095
114.523,1165656.418361399785
114.524,1165659.276658199726
114.525,1165662.134904999747
114.525,1165675.171360000032
114.526,1165678.029443100093
114.526,1165691.065784200091
114.527,1165693.923703599718
114.528,1165696.781573100012
114.528,1165709.817686500025
114.529,1165712.675392299888
114.529,1165725.711391899732
114.53,1165728.568933899977
114.531,1165731.426425999957
114.531,1165744.462197999932
114.532,1165747.319526399948
114.532,1165760.355184599755
114.533,1165763.212349299803
114.534,1165766.069464100055
114.534,1165779.104894599875
114.535,1165781.961845699695
114.535,1165794.99716239981
114.536,1165797.853949799665
114.537,1165800.71068739984
114.537,1165813.745776500083
114.538,1165816.602350299708
114.538,1165829.637325599787
114.539,1165832.493735800028
114.54,1165835.350095999888
114.54,1165848.384843700097
114.541,1165851.24104030011
114.542,1165854.097187099976
114.542,1165867.131707099727
114.543,1165869.987690200095
114.543,1165883.022096499798
114.544,1165885.877915899732
114.545,1165888.733685499985
114.545,1165901.767864199818
114.546,1165904.623469999987
114.546,1165917.65753499977
114.547,1165920.512977200091
114.548,1165923.368369599801
114.548,1165936.40220690006
114.549,1165939.257435699921
114.549,1165952.291159200015
114.55,1165955.146224400025
114.551,1165958.001239599657
114.551,1165971.034735599995
114.552,1165973.889587299895
114.552,1165986.922969500066
114.553,1165989.7776575
114.554,1165992.632295699786
114.554,1166005.665450399737
114.555,1166008.519924900026
114.555,1166021.55296579981
114.556,1166024.407276799898
114.557,1166027.261537899726
114.557,1166040.294351299756
114.558,1166043.148448799733
114.559,1166046.002496500031
114.559,1166059.035082399843
114.56,1166061.888966499825
114.56,1166074.921438499816
114.561,1166077.775159100067
114.562,1166080.628829800055
114.562,1166093.661074399946
114.563,1166096.514581500083
114.563,1166109.546712299805
114.564,1166112.400055899747
114.565,1166115.25334959989
114.565,1166128.28525289986
114.566,1166131.138383099806
114.566,1166144.170172699723
114.567,1166147.023139299821
114.568,1166149.876056099772
114.568,1166162.907618199937
114.569,1166165.760371499691
114.569,1166178.791819799688
114.57,1166181.64440950006
114.571,1166184.496949499935
114.571,1166197.528170299712
114.572,1166200.380546699741
114.572,1166213.411653799932
114.573,1166216.263866699762
114.574,1166219.116029799913
114.574,1166232.146909399887
114.575,1166234.998908999838
114.575,1166248.029674899762
114.576,1166250.881510999982
114.577,1166253.733297300056
114.577,1166266.76383569976
114.578,1166269.615458500102
114.579,1166272.467031499833
114.579,1166285.497342399785
114.58,1166288.348751999901
114.58,1166301.378949199801
114.581,1166304.230195200067
114.582,1166307.08139149984
114.582,1166320.111361300103
114.583,1166322.96239409968
114.583,1166335.992250199892
114.584,1166338.843119499736
114.585,1166341.6939389999
114.585,1166354.723567700011
114.586,1166357.574223699976
114.586,1166370.603738700036
114.587,1166373.454231299922
114.588,1166376.304674099663
114.588,1166389.333961700087
114.589,1166392.184241099746
114.589,1166405.213414900001
114.59,1166408.063530799931
114.591,1166410.913597099945
114.591,1166423.9425435001
114.592,1166426.792446199801
114.592,1166439.821279000023
114.593,1166442.671018300108
114.594,1166445.520707899702
114.594,1166458.549313199703
114.595,1166461.398839399681
114.596,1166464.24831579998
114.596,1166477.276693799995
114.597,1166480.126006799746
114.597,1166493.154271099713
114.598,1166496.00342069985
114.599,1166498.85252049984
114.599,1166511.880557399706
114.6,1166514.729493899733
114.6,1166527.757417100013
114.601,1166530.606190199961
114.602,1166533.454913499762
114.602,1166546.482609400057
114.603,1166549.331169299778
114.603,1166562.358751500023
114.604,1166565.207148099781
114.605,1166568.055494999976
114.605,1166581.082849799652
114.606,1166583.931033299766
114.606,1166596.958274399858
114.607,1166599.806294600011
114.608,1166602.654265000016
114.608,1166615.681278799657
114.609,1166618.529085800048
114.609,1166631.555985999756
114.61,1166634.403629699718
114.611,1166637.251223699652
114.611,1166650.277896499723
114.612,1166653.125327199695
114.612,1166666.151886399832
114.613,1166668.999153699722
114.614,1166671.846371300048
114.614,1166684.872703199737
114.615,1166687.719757399985
114.616,1166690.56676209997
114.616,1166703.592866600021
114.617,1166706.439707899928
114.617,1166719.465698800047
114.618,1166722.31237679999
114.619,1166725.159005099903
114.619,1166738.184768700038
114.62,1166741.031233599872
114.62,1166754.056883600072
114.621,1166756.90318530006
114.622,1166759.749437300018
114.622,1166772.77485999977
114.623,1166775.620948699765
114.623,1166788.646257699928
114.624,1166791.492183099962
114.625,1166794.338058900085
114.625,1166807.363140699916
114.626,1166810.208853099957
114.626,1166823.233821299856
114.627,1166826.07937050005
114.628,1166828.924869999751
114.628,1166841.949610899665
114.629,1166844.794947199986
114.629,1166857.819574499966
114.63,1166860.66474739974
114.631,1166863.509870799722
114.631,1166876.534270799716
114.632,1166879.379230899733
114.633,1166882.22414139984
114.633,1166895.248314199966
114.634,1166898.093061400108
114.634,1166911.117120599837
114.635,1166913.961704500016
114.636,1166916.806238899935
114.636,1166929.830070799678
114.637,1166932.674441900101
114.637,1166945.698160300028
114.638,1166948.542368199672
114.639,1166951.386526399755
114.639,1166964.410017499697
114.64,1166967.25401260005
114.64,1166980.27739010006
114.641,1166983.121221899985
114.642,1166985.965004099996
114.642,1166998.988154399672
114.643,1167001.831773399837
114.643,1167014.854810100046
114.644,1167017.698265899901
114.645,1167020.541672099843
114.645,1167033.564481699836
114.646,1167036.407724599816
114.646,1167049.430420599875
114.647,1167052.27350039966
114.648,1167055.1165306
114.648,1167068.138999399726
114.649,1167070.981866399755
114.65,1167073.824683799872
114.65,1167086.846925399728
114.651,1167089.68957969965
114.651,1167102.711707700041
114.652,1167105.554198799652
114.653,1167108.396640299816
114.653,1167121.41854119999
114.654,1167124.260819499843
114.654,1167137.282606800083
114.655,1167140.124721999743
114.656,1167142.966787599956
114.656,1167155.98834779998
114.657,1167158.830250199882
114.657,1167171.851696799972
114.658,1167174.69343609968
114.659,1167177.535125900057
114.659,1167190.556345299816
114.66,1167193.397872
114.66,1167206.418977799821
114.661,1167209.26034139981
114.662,1167212.101655299772
114.662,1167225.122534099962
114.663,1167227.963684899731
114.663,1167240.984450099986
114.664,1167243.825437800025
114.665,1167246.666375999801
114.665,1167259.686914099843
114.666,1167262.527689099775
114.666,1167275.5481137
114.667,1167278.388725599737
114.668,1167281.229287999678
114.668,1167294.249485499687
114.669,1167297.089884799902
114.67,1167299.930234599856
114.67,1167312.950204899997
114.671,1167315.790391599756
114.671,1167328.810248400082
114.672,1167331.650272099765
114.673,1167334.4902462
114.673,1167347.509875900108
114.674,1167350.349686899685
114.674,1167363.369203099977
114.675,1167366.208851099943
114.676,1167369.048449499996
114.676,1167382.067738699722
114.677,1167384.9071740997
114.677,1167397.92634969996
114.678,1167400.765621999741
114.679,1167403.604844799727
114.679,1167416.62379339989
114.68,1167419.462853199798
114.68,1167432.481688200028
114.681,1167435.320584899742
114.682,1167438.159432199781
114.682,1167451.178040099792
114.683,1167454.016724399753
114.683,1167467.03521879995
114.684,1167469.873739999716
114.685,1167472.712211699687
114.685,1167485.730479099785
114.686,1167488.568787799678
114.687,1167491.407046999778
114.687,1167504.425087399778
114.688,1167507.263183599801
114.688,1167520.281110499982
114.689,1167523.119043699927
114.69,1167525.956927400078
114.69,1167538.974627299697
114.691,1167541.81234799977
114.691,1167554.829934299921
114.692,1167557.667492100035
114.693,1167560.50500029977
114.693,1167573.522359699938
114.694,1167576.359704999716
114.694,1167589.37695079995
114.695,1167592.21413309965
114.696,1167595.051265999672
114.696,1167608.068284899926
114.697,1167610.905254699751
114.697,1167623.922160099723
114.698,1167626.758967000056
114.699,1167629.595724499781
114.699,1167642.612402899653
114.7,1167645.448997399766
114.7,1167658.465562299823
114.701,1167661.301993899976
114.702,1167664.138375999868
114.702,1167677.154713999942
114.703,1167679.990933099757
114.703,1167693.007157600016
114.704,1167695.843213799872
114.705,1167698.679220600051
114.705,1167711.695218199862
114.706,1167714.531061999962
114.707,1167717.366856399921
114.707,1167730.382627000097
114.708,1167733.218258500097
114.708,1167746.23391570011
114.709,1167749.069384299681
114.71,1167751.904803399926
114.71,1167764.920233599838
114.711,1167767.755489899772
114.711,1167780.77080659987
114.712,1167783.605899999845
114.713,1167786.440943900026
114.713,1167799.456033799795
114.714,1167802.290914800015
114.714,1167815.305891199966
114.715,1167818.140609299761
114.716,1167820.975278099995
114.716,1167833.990027499847
114.717,1167836.824533399657
114.717,1167849.83916939981
114.718,1167852.673512399657
114.719,1167855.507805999831
114.719,1167868.522215199653
114.72,1167871.356345899865
114.72,1167884.370641599872
114.721,1167887.204609399657
114.722,1167890.038527899883
114.722,1167903.052596699907
114.723,1167905.886352299708
114.724,1167908.72005859995
114.724,1167921.733900499992
114.725,1167924.567443899806
114.725,1167937.581172399685
114.726,1167940.414552900005
114.727,1167943.247884099833
114.727,1167956.261385699731
114.728,1167959.094554099716
114.728,1167972.107942299913
114.729,1167974.940947799941
114.73,1167977.773903899823
114.73,1167990.787065299691
114.731,1167993.619858599731
114.731,1168006.632906499781
114.732,1168009.465537100097
114.733,1168012.298118199685
114.733,1168025.31093929987
114.734,1168028.143357699733
114.734,1168041.156065300105
114.735,1168043.988320899657
114.736,1168046.820527100001
114.736,1168059.833007900041
114.737,1168062.665051399726
114.737,1168075.677418800067
114.738,1168078.509299399795
114.739,1168081.34113069996
114.739,1168094.35327129997
114.74,1168097.184939899943
114.741,1168100.016558999657
114.741,1168113.028472799805
114.742,1168115.859929199793
114.742,1168128.871729599775
114.743,1168131.703023300036
114.744,1168134.534267599691
114.744,1168147.545841199808
114.745,1168150.376922700085
114.745,1168163.388382900038
114.746,1168166.219301799775
114.747,1168169.050171199718
114.747,1168182.061404699922
114.748,1168184.892111399672
114.748,1168197.90323140006
114.749,1168200.73377549974
114.75,1168203.564270199737
114.75,1168216.575163399797
114.751,1168219.405495400072
114.751,1168232.416275199966
114.752,1168235.246444500048
114.753,1168238.076564399988
114.753,1168251.087117499668
114.754,1168253.9170748
114.754,1168266.927514499981
114.755,1168269.757309000005
114.756,1168272.587054299653
114.756,1168285.59726719977
114.757,1168288.426849799693
114.757,1168301.436949399762
114.758,1168304.266369199843
114.759,1168307.095739800015
114.759,1168320.105612599753
114.76,1168322.934820499733
114.761,1168325.763979099688
114.761,1168338.77362519968
114.762,1168341.602621099907
114.762,1168354.612153799735
114.763,1168357.44098709989
114.764,1168360.269770999901
114.764,1168373.2790771001
114.765,1168376.107698299918
114.765,1168389.116890999951
114.766,1168391.945349699813
114.767,1168394.773759
114.767,1168407.78272499982
114.768,1168410.610971699931
114.768,1168423.619824300051
114.769,1168426.44790840009
114.77,1168429.2759432001
114.77,1168442.284569100008
114.771,1168445.112441299946
114.771,1168458.120953899806
114.772,1168460.948663400016
114.773,1168463.776323699855
114.773,1168476.784609599966
114.774,1168479.612107299731
114.774,1168492.620279899795
114.775,1168495.447614899833
114.776,1168498.274900699962
114.776,1168511.282846599816
114.777,1168514.109969799868
114.778,1168516.937043699898
114.778,1168529.944762900003
114.779,1168532.771674300075
114.779,1168545.779280199665
114.78,1168548.606028900012
114.781,1168551.432728399985
114.781,1168564.440107699946
114.782,1168567.266644599843
114.782,1168580.273910500106
114.783,1168583.100284900047
114.784,1168585.926609999962
114.784,1168598.933649299663
114.785,1168601.75981179997
114.785,1168614.766737800088
114.786,1168617.592737799972
114.787,1168620.418688499831
114.787,1168633.425387899855
114.788,1168636.251176099756
114.788,1168649.257762100078
114.789,1168652.083387800025
114.79,1168654.908964199942
114.79,1168667.915323599703
114.791,1168670.740737499667
114.791,1168683.746983599845
114.792,1168686.572234999851
114.793,1168689.397437099828
114.793,1168702.403456700031
114.794,1168705.228496300053
114.794,1168718.23440250009
114.795,1168721.059279599688
114.796,1168723.884107499845
114.796,1168736.889787099786
114.797,1168739.714452499986
114.798,1168742.539068599693
114.798,1168755.544521699657
114.799,1168758.368975299872
114.799,1168771.374315099787
114.8,1168774.1986062997
114.801,1168777.02284820005
114.801,1168790.027961399868
114.802,1168792.852040899913
114.802,1168805.857040799685
114.803,1168808.680957799775
114.804,1168811.504825599955
114.804,1168824.509598999747
114.805,1168827.33330429997
114.805,1168840.337964399713
114.806,1168843.161507199981
114.807,1168845.98500089999
114.807,1168858.989434400103
114.808,1168861.81276569981
114.808,1168874.817085899875
114.809,1168877.640254700087
114.81,1168880.463374299926
114.81,1168893.467468000015
114.811,1168896.290425099895
114.811,1168909.294405600052
114.812,1168912.117200300095
114.813,1168914.939945799761
114.813,1168927.943699799941
114.814,1168930.766282899767
114.815,1168933.588816799687
114.815,1168946.59234419977
114.816,1168949.414715699848
114.816,1168962.418129900001
114.817,1168965.240338999775
114.818,1168968.062498900103
114.818,1168981.065686599813
114.819,1168983.887684099838
114.819,1168996.890758499966
114.82,1168999.712593599685
114.821,1169002.534379600078
114.821,1169015.537227499762
114.822,1169018.35885109985
114.822,1169031.361585800067
114.823,1169034.18304699985
114.824,1169037.004458999723
114.824,1169050.006967199962
114.825,1169052.828216899648
114.825,1169065.830611799841
114.826,1169068.651699099687
114.827,1169071.472737200088
114.827,1169084.474905699953
114.828,1169087.295781499703
114.828,1169100.297836800102
114.829,1169103.118550200012
114.83,1169105.939214499663
114.83,1169118.941043300085
114.831,1169121.761545199898
114.832,1169124.581997999918
114.832,1169137.583600400012
114.833,1169140.403890899845
114.833,1169153.405379999891
114.834,1169156.225508099883
114.835,1169159.045587100085
114.835,1169172.046849799805
114.836,1169174.86676649982
114.836,1169187.867916000073
114.837,1169190.687670399897
114.838,1169193.507375599813
114.838,1169206.50829860009
114.839,1169209.327841599933
114.839,1169222.328651399813
114.84,1169225.14803199982
114.841,1169227.967363599685
114.841,1169240.967946999703
114.842,1169243.787116199731
114.842,1169256.787586399816
114.843,1169259.606593299653
114.844,1169262.425551199816
114.844,1169275.425795000043
114.845,1169278.244590499901
114.845,1169291.244721099731
114.846,1169294.063354399985
114.847,1169296.881938599977
114.847,1169309.881842799947
114.848,1169312.700264699755
